N1C1W2_K	35	0.5234990119934082
N1C1W4_D	38	0.5118691921234131
N1C1W1_D	28	0.5309607982635498
N1C1W1_F	27	0.5604643821716309
N1C1W2_D	31	0.4899711608886719
N1C2W2_E	33	0.4933152198791504
N1C2W1_F	22	0.49066925048828125
N1C2W1_B	26	0.5095758438110352
N1C2W4_C	30	0.5872235298156738
N1C2W2_L	30	0.6795969009399414
N1C3W1_A	17	0.5769283771514893
N1C3W2_H	23	0.535956621170044
N1C3W1_B	16	0.5728445053100586
N1C3W2_G	23	0.6037607192993164
N1C3W1_C	18	0.9095182418823242
N2C1W2_D	74	1.152078628540039
N2C1W2_C	68	1.646345853805542
N2C1W4_I	73	1.4067530632019043
N2C1W4_D	82	1.2544374465942383
N2C2W1_B	50	1.0784647464752197
N2C2W1_F	49	1.0885872840881348
N2C2W4_G	61	1.08445143699646
N2C2W4_B	60	1.0119385719299316
N2C2W2_J	56	1.3832039833068848
N2C2W2_T	56	1.0822935104370117
N2C3W1_B	35	1.0720038414001465
N2C3W1_A	35	1.2134449481964111
N3C1W4_B	149	3.1513617038726807
N3C1W1_D	108	2.6548359394073486
N3C1W1_G	111	2.5279593467712402
N3C1W2_B	126	2.9948196411132812
N3C1W2_E	132	2.7616841793060303
N3C2W2_O	107	2.7161478996276855
N3C2W4_C	132	2.3171257972717285
N3C2W2_A	107	2.285881280899048
N3C2W1_G	88	2.4500651359558105
N3C3W1_B	71	1.9892103672027588
N3C3W1_D	63	2.011474370956421
N4C1W2_H	315	6.879435062408447
N4C1W4_R	370	6.066908359527588
N4C1W1_K	253	6.17974066734314
N4C1W4_A	368	6.193918466567993
N4C2W4_D	295	6.605807542800903
N4C2W4_F	304	6.180909872055054
N4C2W2_S	273	6.1169960498809814
N4C2W2_A	253	6.193898439407349
N4C3W1_J	169	5.992891788482666
N4C3W1_C	166	7.809868335723877
N4C3W1_I	168	5.9845991134643555
N4C3W1_D	158	5.8162126541137695
